Code,Klassifikator,Klassifikator_ru,Klassifikator_en,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
1727206,Oqqo‘rg‘on tumani,Аккурганский район,Akkurgan district,30.0,30.0,20.0,10.0,14.0,12.0,9.0,4.0,11.0,8.0,0.0,0.0,0.0,0.0
1727212,Ohangaron tumani,Ахангаранский район,Akhangaran district,16.0,16.0,17.0,23.0,9.0,7.0,5.0,8.0,3.0,3.0,4.0,0.0,0.0,0.0
1727220,Bekobod tumani,Бекабадский район,Bekabad district,41.0,44.0,31.0,26.0,12.0,14.0,11.0,6.0,6.0,9.0,0.0,2.0,0.0,0.0
1727224,Bo‘stonliq tumani,Бостанлыкский район,Bostanlyk district,24.0,40.0,29.0,10.0,22.0,26.0,15.0,10.0,14.0,5.0,0.0,0.0,1.0,0.0
1727228,Bo‘ka tumani,Букинский район,Buka district,27.0,29.0,27.0,26.0,24.0,18.0,15.0,18.0,25.0,9.0,1.0,1.0,0.0,0.0
1727233,Quyichirchiq tumani,Куйичирчикский район,Kuyichirchik district,35.0,26.0,19.0,22.0,13.0,14.0,10.0,12.0,12.0,5.0,0.0,0.0,0.0,0.0
1727237,Zangiota tumani,Зангиатинский район,Zangiata district,83.0,89.0,93.0,66.0,53.0,36.0,37.0,22.0,13.0,13.0,2.0,0.0,0.0,0.0
1727239,Yuqorichirchiq tumani,Юкоричирчикский район,Yukorichirchik district,27.0,39.0,46.0,24.0,19.0,12.0,12.0,13.0,8.0,10.0,0.0,0.0,0.0,0.0
1727248,Qibray tumani,Кибрайский район,Kibray district,31.0,31.0,17.0,18.0,10.0,15.0,11.0,8.0,16.0,5.0,1.0,1.0,0.0,0.0
1727249,Parkent tumani,Паркентский район,Parkent district,18.0,12.0,16.0,12.0,13.0,7.0,10.0,8.0,2.0,3.0,0.0,0.0,1.0,0.0
1727250,Piskent tumani,Пскентский район,Piskent district,9.0,9.0,7.0,3.0,2.0,5.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0
1727253,O‘rtachirchiq tumani,Уртачирчикский район,Urtachirchik district,35.0,39.0,38.0,28.0,23.0,11.0,6.0,5.0,18.0,9.0,0.0,0.0,0.0,0.0
1727256,Chinoz tumani,Чиназский район,Chinaz district,24.0,30.0,25.0,29.0,29.0,16.0,8.0,14.0,13.0,9.0,3.0,0.0,0.0,0.0
1727259,Yangiyo‘l tumani,Янгиюльский район,Yangiyul district,64.0,76.0,52.0,36.0,42.0,35.0,21.0,19.0,15.0,8.0,1.0,0.0,0.0,0.0
1727265,Toshkent tumani,Ташкентский район,Tashkent district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,16.0,1.0,0.0,1.0,0.0
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,1450.0,1406.0,1035.0,935.0,668.0,648.0,243.0,266.0,355.0,235.0,1.0,5.0,1.0,3.0
1730401,Farg‘ona shahri,Город Фергана,Fergana city,68.0,71.0,31.0,24.0,8.0,13.0,6.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0
1730405,Qo‘qon shahri,Город Коканд,Kokand city,341.0,317.0,225.0,251.0,180.0,117.0,62.0,68.0,68.0,28.0,0.0,0.0,0.0,1.0
1730408,Quvasoy shahri,Город Кувасай,Kuvasay city,22.0,16.0,9.0,7.0,2.0,1.0,2.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0
1730412,Marg‘ilon shahri,Город Маpгилан,Margilan city,256.0,241.0,183.0,155.0,96.0,103.0,26.0,46.0,74.0,59.0,0.0,0.0,0.0,0.0
1730203,Oltiariq tumani,Алтыарыкский район,Altyaryk district,34.0,27.0,14.0,10.0,5.0,2.0,2.0,9.0,5.0,8.0,0.0,0.0,0.0,0.0
1730206,Qo‘shtepa tumani,Куштепинский район,Kushtepa district,38.0,51.0,27.0,16.0,10.0,20.0,5.0,10.0,6.0,8.0,0.0,1.0,0.0,0.0
1730209,Bog‘dod tumani,Багдадский район,Baghdad district,74.0,48.0,40.0,34.0,25.0,28.0,13.0,3.0,10.0,5.0,0.0,0.0,0.0,0.0
1730212,Buvayda tumani,Бувайдинский район,Buvayda district,109.0,102.0,112.0,80.0,84.0,114.0,8.0,1.0,9.0,5.0,0.0,0.0,0.0,0.0
1730215,Beshariq tumani,Бешарыкский район,Besharik district,19.0,20.0,22.0,15.0,6.0,10.0,12.0,15.0,9.0,9.0,0.0,0.0,0.0,0.0
1730218,Quva tumani,Кувинский район,Kuva district,37.0,30.0,27.0,19.0,5.0,17.0,5.0,4.0,13.0,10.0,0.0,0.0,0.0,0.0
1730221,Uchko‘prik tumani,Учкуприкский район,Uchkuprik district,46.0,68.0,32.0,22.0,25.0,28.0,14.0,15.0,27.0,16.0,0.0,0.0,0.0,0.0
1730224,Rishton tumani,Риштанский район,Rishtan district,44.0,42.0,11.0,12.0,9.0,12.0,8.0,6.0,10.0,3.0,0.0,0.0,0.0,0.0
1730226,So‘x tumani,Сохский район,Sokh district,43.0,102.0,99.0,98.0,74.0,64.0,28.0,35.0,33.0,16.0,0.0,0.0,0.0,1.0
1730227,Toshloq tumani,Ташлакский район,Tashlak district,81.0,67.0,37.0,36.0,29.0,24.0,5.0,9.0,9.0,11.0,1.0,0.0,0.0,0.0
1730230,O‘zbekiston tumani,Узбекистанский район,Uzbekistan district,60.0,55.0,46.0,33.0,26.0,10.0,5.0,2.0,16.0,14.0,0.0,0.0,1.0,0.0
1730233,Farg‘ona tumani,Ферганский район,Fergana district,54.0,42.0,30.0,27.0,24.0,24.0,6.0,4.0,11.0,8.0,0.0,0.0,0.0,0.0
1730236,Dang‘ara tumani,Дангаринский район,Dangara district,51.0,59.0,46.0,45.0,24.0,31.0,27.0,16.0,21.0,6.0,0.0,1.0,0.0,0.0
1730238,Furqat tumani,Фуркатский район,Furkat district,23.0,13.0,11.0,8.0,10.0,11.0,4.0,7.0,5.0,3.0,0.0,1.0,0.0,1.0
1730242,Yozyovon tumani,Язъяванский район,Yazyavan district,50.0,35.0,33.0,43.0,26.0,19.0,5.0,12.0,20.0,17.0,0.0,1.0,0.0,0.0
1733,Xorazm viloyati,Хорезмская область,Khorezm region,165.0,246.0,270.0,200.0,130.0,108.0,84.0,79.0,108.0,47.0,3.0,4.0,2.0,2.0
1733401,Urganch shahri,Город Ургенч,Urgench city,9.0,23.0,19.0,15.0,13.0,9.0,11.0,7.0,6.0,5.0,0.0,1.0,0.0,0.0
1733406,Xiva shahri,Город Хива,Khiva city,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
1733204,Bog‘ot tumani,Багатский район,Bagat district,14.0,34.0,54.0,26.0,3.0,10.0,1.0,3.0,12.0,6.0,0.0,0.0,0.0,0.0
1733208,Gurlan tumani,Гурленский район,Gurlan district,8.0,9.0,9.0,12.0,4.0,5.0,6.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0
1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,12.0,27.0,26.0,20.0,10.0,6.0,2.0,7.0,5.0,3.0,1.0,0.0,0.0,0.0
1733217,Urganch tumani,Ургенчский район,Urgench district,21.0,22.0,27.0,15.0,12.0,2.0,3.0,8.0,8.0,3.0,0.0,0.0,1.0,1.0
1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,41.0,55.0,63.0,47.0,34.0,44.0,36.0,35.0,43.0,19.0,0.0,0.0,0.0,0.0
1733221,Tuproqqal’a tumani,Тупроккалинский район,Tuprakkala district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1733223,Xonqa tumani,Ханкинский район,Khanka district,10.0,10.0,8.0,4.0,5.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1733226,Xiva tumani,Хивинский район,Khiva district,28.0,37.0,40.0,32.0,29.0,20.0,17.0,9.0,9.0,3.0,1.0,0.0,1.0,1.0
1733230,Shovot tumani,Шаватский район,Shavat district,7.0,15.0,12.0,16.0,8.0,6.0,2.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0
1733233,Yangiariq tumani,Янгиарыкский район,Yangiaryk district,10.0,10.0,6.0,8.0,8.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0
1733236,Yangibozor tumani,Янгибазарский район,Yangibazar district,5.0,4.0,6.0,5.0,4.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
1726,Toshkent shahri,город Ташкент,Tashkent city,140.0,416.0,444.0,312.0,283.0,283.0,204.0,179.0,208.0,192.0,4.0,3.0,3.0,3.0
1726262,Uchtepa tumani,Учтепинский район,Uchtepa district,13.0,24.0,33.0,25.0,29.0,39.0,31.0,27.0,31.0,32.0,0.0,0.0,0.0,0.0
1726264,Bektemir tumani,Бектемирский район,Bektemir district,9.0,6.0,7.0,5.0,3.0,4.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0
1726266,Yunusobod tumani,Юнусабадский район,Yunusabad district,14.0,62.0,57.0,29.0,24.0,29.0,21.0,17.0,21.0,22.0,1.0,2.0,0.0,0.0
1726269,Mirzo Ulug‘bek tumani,Мирзо Улугбекский район,Mirzo Ulugbek district,18.0,26.0,25.0,13.0,17.0,13.0,9.0,10.0,13.0,7.0,0.0,0.0,0.0,2.0
1726273,Mirobod tumani,Мирабадский район,Mirabad district,8.0,16.0,10.0,11.0,11.0,11.0,5.0,4.0,8.0,5.0,0.0,0.0,0.0,0.0
1726277,Shayxontoxur tumani,Шайхантахурский район,Shaykhantakhur district,11.0,93.0,118.0,96.0,69.0,49.0,39.0,34.0,29.0,41.0,2.0,0.0,1.0,1.0
1726280,Olmazor tumani,Алмазарский район,Almazar district,20.0,52.0,47.0,50.0,51.0,62.0,44.0,33.0,44.0,40.0,0.0,0.0,2.0,0.0
1726283,Sirg‘ali tumani,Сергелийский район,Sergeli district,10.0,30.0,23.0,5.0,24.0,27.0,17.0,16.0,27.0,12.0,0.0,0.0,0.0,0.0
1726287,Yakkasaroy tumani,Яккасарайский район,Yakkasaray district,11.0,30.0,29.0,14.0,7.0,7.0,4.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0
1726290,Yashnobod tumani,Яшнободский район,Yashnabad district,8.0,18.0,24.0,16.0,19.0,14.0,17.0,13.0,10.0,10.0,0.0,0.0,0.0,0.0
1726292,Yangihayot tumani,Янгихаётский район,Yangikhayot district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1726294,Chilonzor tumani,Чиланзарский район,Chilanzar district,18.0,59.0,71.0,48.0,29.0,28.0,16.0,16.0,15.0,18.0,0.0,1.0,0.0,0.0
